dealtime,id,politicstime,state,title
等待回复：27天16小时39分,246867,2020-05-18 13:13:06,已受理,关于东莞市第六高级中学饭堂建设有严重失误的问题。
等待处理：27天0小时40分,246858,2020-05-18 13:02:58,待处理,堑头主干道乱停乱放问题越来越严重
等待处理：27天0小时40分,246857,2020-05-18 12:58:32,待处理,办房产证历经三年遥遥无期，耽误孩子上学
等待回复：27天16小时25分,246856,2020-05-18 12:58:26,已受理,广东海格怡创科技有限公司变相克扣工资
等待处理：27天0小时40分,246855,2020-05-18 12:57:30,待处理,松湖豪庭小区自来水收费标准没有明确的说法
等待处理：27天0小时40分,246854,2020-05-18 12:49:19,待处理,关于东莞邮储银行出抵押注销材料时间
等待处理：27天0小时40分,246853,2020-05-18 12:36:18,待处理,关于东莞市莞城区步步高高富楼排污下水道被破坏导致臭味熏天影响小区正常生活的投诉
等待回复：27天16小时30分,246852,2020-05-18 12:30:33,已受理,三个年级挤一个只能塞一个年级的饭堂！
等待回复：27天14小时54分,246851,2020-05-18 12:28:49,已受理,车牌进展
等待回复：27天16小时23分,246850,2020-05-18 12:25:58,已受理,学籍档案归属
等待回复：27天15小时47分,246848,2020-05-18 12:08:59,已受理,虎门北栅小学2020年有积分入学学位吗？
等待处理：27天0小时40分,246846,2020-05-18 12:03:51,待处理,大王洲桥随便改造加石墩
dealtime,id,politicstime,state,title
处理用时：14天7小时48分,244517,2020-04-29 20:55:28,已回复,投诉松涛公寓招商物业、私自关闭公公厕所
等待回复：21天10小时53分,244516,2020-04-29 20:48:49,已受理,塘厦花园中心违建
处理用时：8天8小时36分,244515,2020-04-29 20:23:09,已回复,投诉东莞福泰汽车销售有限公司
处理用时：11天0小时37分,244514,2020-04-29 20:20:27,已回复,东城岭南园林公园后面的两个篮球场晚上没开灯
处理用时：12天9小时7分,244513,2020-04-29 20:19:58,已回复,请问出租房电费究竟多少钱一度电
处理用时：3小时30分,244512,2020-04-29 20:03:23,已回复,学费能减吗
等待回复：20天17小时40分,244511,2020-04-29 19:57:35,已受理,南城西平财津科技产业园污水
等待回复：21天10小时53分,244509,2020-04-29 19:42:22,已受理,厚街镇下栅新村三巷1号路边被安装地锁
等待回复：14天9小时23分,244508,2020-04-29 19:35:59,已受理,车辆乱停乱放
等待处理：14天0小时39分,244507,2020-04-29 18:56:54,待处理,汽车检测站存在违规行为
处理用时：15天2小时28分,244506,2020-04-29 18:50:36,已回复,投诉工号09630
处理用时：6天8小时19分,244505,2020-04-29 18:46:33,已回复,横沥镇飞艺舞蹈线下组织近百小朋友线下培训
处理用时：9天7小时47分,244504,2020-04-29 18:32:24,已回复,樟木头大润发路口红绿灯不正常
等待处理：14天0小时39分,244502,2020-04-29 17:39:27,待处理,望牛墩镇横沥村书记非法出售基本农田
等待回复：14天16小时58分,244501,2020-04-29 17:29:36,已受理,麻涌恒大滨江左岸迟迟不网签
等待处理：27天0小时41分,246871,2020-05-18 16:18:32,待处理,痛心!愤怒!广东海格怡创科技有限公司如此对待曾奋战在抗疫通信战线的员工!!
等待处理：27天0小时41分,246873,2020-05-18 16:09:49,待处理,关于盛世凯旋住宅小区（名门世家）小学学位区域分配诉求
等待回复：27天17小时50分,246875,2020-05-18 15:59:59,已受理,东莞公交车路线和公交站点更改频繁，坐公交车的我不知所措
等待回复：27天17小时16分,246877,2020-05-18 15:59:45,已受理,樟深路樟洋路段占领国道修理车辆
等待处理：27天0小时41分,246879,2020-05-18 15:51:50,待处理,如何转学到虎门镇梅沙小学
等待处理：27天0小时41分,246878,2020-05-18 15:51:50,待处理,立新派出所职业素质有问题
等待处理：27天0小时41分,246883,2020-05-18 15:47:40,待处理,艮六美养生美容院噪音扰民，多次投诉无果
等待处理：27天0小时41分,246884,2020-05-18 15:38:25,待处理,一样地方统一违建处理！
等待处理：27天0小时41分,246885,2020-05-18 15:37:34,待处理,东坑镇长安塘东安路辅道摆摊没人管
等待处理：27天0小时41分,246887,2020-05-18 15:32:04,待处理,东莞机动车过户迁出提档
等待处理：27天0小时41分,246888,2020-05-18 15:14:48,待处理,地铁8号线是否能新增中堂站
等待处理：27天0小时41分,246889,2020-05-18 15:13:18,待处理,幼儿园
等待处理：27天0小时41分,246894,2020-05-18 14:46:47,待处理,办理车辆解除抵押一定要第三方公司才能办理吗？
等待处理：27天0小时41分,246895,2020-05-18 14:45:45,待处理,开发商不给办房产证
等待回复：27天15小时42分,246859,2020-05-18 14:29:27,已受理,猖狂的管理处，业主的三年租金哪里去了？
等待处理：27天0小时40分,246863,2020-05-18 14:05:46,待处理,请不要敷衍对待涉及人民群众生命财产安全的投诉
等待处理：27天0小时40分,246864,2020-05-18 14:01:40,待处理,请问富盈WO城对面的这两块地块是什么用地？有什么规划吗？谢谢!
等待回复：27天16小时55分,246865,2020-05-18 13:48:09,已受理,学校饭堂“最低消费”问题
等待回复：27天16小时39分,246867,2020-05-18 13:13:06,已受理,关于东莞市第六高级中学饭堂建设有严重失误的问题。
等待处理：27天0小时40分,246858,2020-05-18 13:02:58,待处理,堑头主干道乱停乱放问题越来越严重
等待处理：27天0小时40分,246857,2020-05-18 12:58:32,待处理,办房产证历经三年遥遥无期，耽误孩子上学
等待回复：27天16小时25分,246856,2020-05-18 12:58:26,已受理,广东海格怡创科技有限公司变相克扣工资
等待处理：27天0小时40分,246855,2020-05-18 12:57:30,待处理,松湖豪庭小区自来水收费标准没有明确的说法
等待处理：27天0小时40分,246854,2020-05-18 12:49:19,待处理,关于东莞邮储银行出抵押注销材料时间
等待处理：27天0小时40分,246853,2020-05-18 12:36:18,待处理,关于东莞市莞城区步步高高富楼排污下水道被破坏导致臭味熏天影响小区正常生活的投诉
等待回复：27天16小时30分,246852,2020-05-18 12:30:33,已受理,三个年级挤一个只能塞一个年级的饭堂！
等待回复：27天14小时54分,246851,2020-05-18 12:28:49,已受理,车牌进展
等待回复：27天16小时23分,246850,2020-05-18 12:25:58,已受理,学籍档案归属
等待回复：27天15小时47分,246848,2020-05-18 12:08:59,已受理,虎门北栅小学2020年有积分入学学位吗？
等待处理：27天0小时40分,246846,2020-05-18 12:03:51,待处理,大王洲桥随便改造加石墩
